Rank,Infinitiv,Präsens_ich,Präsens_du,"Präsens_er, sie, es",Präsens_wir,Präsens_ihr,Präsens_Sie,Präteritum_ich,Partizip II,Konjunktiv II_ich,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*
1001,marschieren,marschiere,marschierst,marschiert,,,,marschierte,marschiert,marschierte,marschiere,marschier,,marschiert,,sein,
1002,verstoßen,verstoße,verstößt,verstößt,,,,verstieß,verstoßen,verstieße,verstoß,verstoße,,verstoßt,,haben,
1003,beurteilen,beurteile,beurteilst,beurteilt,,,,beurteilte,beurteilt,beurteilte,beurteile,,,beurteilt,,haben,
1004,schütteln,schüttle,schüttelst,schüttelt,,,,schüttelte,geschüttelt,schüttelte,schüttle,schüttele,,schüttelt,,haben,
1005,verreisen,verreise,verreist,verreist,,,,verreiste,verreist,verreiste,verreise,,,verreist,,sein,
1006,analysieren,analysiere,analysierst,analysiert,,,,analysierte,analysiert,analysierte,analysiere,analysier,,analysiert,,haben,
1007,durchkommen,komme durch,kommst durch,kommt durch,,,,kam durch,durchgekommen,käme durch,komm durch,komme durch,,kommt durch,,sein,
1008,gnaden,gnade,gnadest,gnadet,,,,gnadete,gegnadet,gnadete,gnad,gnade,,gnadet,,haben,
1009,aufschreiben,schreibe auf,schreibst auf,schreibt auf,,,,schrieb auf,aufgeschrieben,schriebe auf,schreib auf,,,schreibt auf,,haben,
1010,andauern,dauere an,dauerst an,dauert an,,,,dauerte an,angedauert,dauerte an,dauer an,,,dauert an,,haben,
1011,leugnen,leugne,leugnest,leugnet,,,,leugnete,geleugnet,leugnete,leugne,,,leugnet,,haben,
1012,verängstigen,verängstige,verängstigst,verängstigt,,,,verängstigte,verängstigt,verängstigte,verängstig,verängstige,,verängstigt,,haben,
1013,drängen,dränge,drängst,drängt,,,,drängte,gedrängt,drängte,dränge,,,drängt,dränget,haben,
1014,wegkommen,komme weg,kommst weg,kommt weg,,,,kam weg,weggekommen,käme weg,komm weg,,,kommt weg,,sein,
1015,hinkriegen,kriege hin,kriegst hin,kriegt hin,,,,kriegte hin,hingekriegt,kriegte hin,kriege hin,krieg hin,,kriegt hin,,haben,
1016,aufsteigen,steige auf,steigst auf,steigt auf,,,,stieg auf,aufgestiegen,stiege auf,steig auf,steige auf,,steigt auf,,sein,
1017,anvertrauen,vertraue an,vertraust an,vertraut an,,,,vertraute an,anvertraut,vertraute an,vertraue an,,,vertraut an,vertrauet an,haben,
1018,überschreiten,überschreite,überschreitest,überschreitet,,,,überschritt,überschritten,überschritte,überschreite,,,überschreitet,,haben,
1019,bescheiden,bescheide,bescheidest,bescheidet,,,,beschied,beschieden,beschiede,bescheid,bescheide,,bescheidet,,haben,
1020,faulen,faule,faulst,fault,,,,faulte,gefault,faulte,faule,,,fault,,sein,
1021,anzünden,zünde an,zündest an,zündet an,,,,zündete an,angezündet,zündete an,zünd an,zünde an,,zündet an,,haben,
1022,verschweigen,verschweige,verschweigst,verschweigt,,,,verschwieg,verschwiegen,verschwiege,verschweige,verschweig,,verschweigt,verschweiget,haben,
1023,spritzen,spritze,spritzt,spritzt,,,,spritzte,gespritzt,spritzte,spritz,spritze,,spritzt,,haben,
1024,behindern,behindere,behinderst,behindert,,,,behinderte,behindert,behinderte,behindere,behinder,,behindert,,haben,
1025,boxen,boxe,boxt,boxt,,,,boxte,geboxt,boxte,boxe,,,boxt,,haben,
1026,fügen,füge,fügst,fügt,,,,fügte,gefügt,fügte,füge,,,fügt,,haben,
1027,kühlen,kühle,kühlst,kühlt,,,,kühlte,gekühlt,kühlte,kühl,kühle,,kühlt,,haben,
1028,schrecken,schrecke,schreckst,schreckt,,,,schreckte,geschreckt,schreckte,schrecke,schreck,,schreckt,,haben,
1029,schwächen,schwäche,schwächst,schwächt,,,,schwächte,geschwächt,schwächte,schwäch,schwäche,,schwächt,,haben,
1030,schalten,schalte,schaltest,schaltet,,,,schaltete,geschaltet,schaltete,schalt,schalte,,schaltet,,haben,
1031,formen,forme,formst,formt,,,,formte,geformt,formte,form,forme,,formt,,haben,
1032,überwältigen,überwältige,überwältigst,überwältigt,,,,überwältigte,überwältigt,überwältigte,überwältige,,,überwältigt,,haben,
1033,quatschen,quatsche,quatschst,quatscht,,,,quatschte,gequatscht,quatschte,quatsche,,,quatscht,,haben,
1034,umsehen,sehe um,siehst um,sieht um,,,,sah um,umgesehen,sähe um,sieh um,,,seht um,,haben,
1035,eignen,eigne,eignest,eignet,,,,eignete,geeignet,eignete,eigne,,,eignet,,haben,
1036,programmieren,programmiere,programmierst,programmiert,,,,programmierte,programmiert,programmierte,programmiere,programmier,,programmiert,,haben,
1037,ausführen,führe aus,führst aus,führt aus,,,,führte aus,ausgeführt,führte aus,führe aus,führ aus,,führt aus,,haben,
1038,registrieren,registriere,registrierst,registriert,,,,registrierte,registriert,registrierte,registriere,registrier,,registriert,,haben,
1039,evakuieren,evakuiere,evakuierst,evakuiert,,,,evakuierte,evakuiert,evakuierte,evakuiere,evakuier,,evakuiert,,haben,
1040,wehen,wehe,wehst,weht,,,,wehte,geweht,wehte,wehe,,,weht,,haben,
1041,ausbilden,bilde aus,bildest aus,bildet aus,,,,bildete aus,ausgebildet,bildete aus,bild aus,bilde aus,,bildet aus,,haben,
1042,einlassen,lasse ein,lässt ein,lässt ein,,,,ließ ein,eingelassen,ließe ein,lass ein,lasse ein,,lasst ein,,haben,
1043,abstellen,stelle ab,stellst ab,stellt ab,,,,stellte ab,abgestellt,stellte ab,stell ab,,,stellt ab,,haben,
1044,kreischen,kreische,kreischst,kreischt,,,,kreischte,gekreischt,kreischte,kreisch,kreische,,kreischt,,haben,
1045,bearbeiten,bearbeite,bearbeitest,bearbeitet,,,,bearbeitete,bearbeitet,bearbeitete,bearbeite,,,bearbeitet,,haben,
1046,umwerfen,werfe um,wirfst um,wirft um,,,,warf um,umgeworfen,würfe um,wirf um,,,werft um,,haben,
1047,erstellen,erstelle,erstellst,erstellt,,,,erstellte,erstellt,erstellte,erstelle,,,erstellt,,haben,
1048,verkehren,verkehre,verkehrst,verkehrt,,,,verkehrte,verkehrt,verkehrte,verkehre,verkehr,,verkehrt,,haben,sein
1049,verstärken,verstärke,verstärkst,verstärkt,,,,verstärkte,verstärkt,verstärkte,verstärk,verstärke,,verstärkt,,haben,
1050,verziehen,verziehe,verziehst,verzieht,,,,verzog,verzogen,verzöge,verziehe,,,verzieht,verziehet,haben,
1051,abreißen,reiße ab,reißt ab,reißt ab,,,,riss ab,abgerissen,risse ab,reiß ab,,,reißt ab,,haben,
1052,quellen,quelle,quillst,quillt,,,,quoll,gequollen,quölle,quill,,,quellt,,sein,
1053,ausleihen,leihe aus,leihst aus,leiht aus,,,,lieh aus,ausgeliehen,liehe aus,leih aus,leihe aus,,leiht aus,,haben,
1054,inspirieren,inspiriere,inspirierst,inspiriert,,,,inspirierte,inspiriert,inspirierte,inspiriere,inspirier,,inspiriert,,haben,
1055,verkleiden,verkleide,verkleidest,verkleidet,,,,verkleidete,verkleidet,verkleidete,verkleide,,,verkleidet,,haben,
1056,ausflippen,flippe aus,flippst aus,flippt aus,,,,flippte aus,ausgeflippt,flippte aus,flippe aus,,,flippt aus,,sein,
1057,unterschätzen,unterschätze,unterschätzt,unterschätzt,,,,unterschätzte,unterschätzt,unterschätzte,unterschätze,unterschätz,,unterschätzt,,haben,
1058,socken,socke,sockst,sockt,,,,sockte,gesockt,sockte,sock,socke,,sockt,,sein,
1059,aufgehen,gehe auf,gehst auf,geht auf,,,,ging auf,aufgegangen,ginge auf,geh auf,,,geht auf,,sein,
1060,aufbewahren,bewahre auf,bewahrst auf,bewahrt auf,,,,bewahrte auf,aufbewahrt,bewahrte auf,bewahre auf,,,bewahrt auf,,haben,
1061,deprimieren,deprimiere,deprimierst,deprimiert,,,,deprimierte,deprimiert,deprimierte,deprimiere,deprimier,,deprimiert,,haben,
1062,betreiben,betreibe,betreibst,betreibt,,,,betrieb,betrieben,betriebe,betreibe,,,betreibt,,haben,
1063,belasten,belaste,belastest,belastet,,,,belastete,belastet,belastete,belaste,,,belastet,,haben,
1064,durchhalten,halte durch,hältst durch,hält durch,,,,hielt durch,durchgehalten,hielte durch,halte durch,,,haltet durch,,haben,
1065,braten,brate,brätst,brät,,,,briet,gebraten,briete,brat,brate,,bratet,,haben,
1066,stopfen,stopfe,stopfst,stopft,,,,stopfte,gestopft,stopfte,stopfe,,,stopft,,haben,
1067,schultern,schultere,schulterst,schultert,,,,schulterte,geschultert,schulterte,schultere,,,schultert,,haben,
1068,kooperieren,kooperiere,kooperierst,kooperiert,,,,kooperierte,kooperiert,kooperierte,kooperier,kooperiere,,kooperiert,,haben,
1069,widersprechen,widerspreche,widersprichst,widerspricht,,,,widersprach,widersprochen,widerspräche,widersprich,,,widersprecht,,haben,
1070,austauschen,tausche aus,tauschst aus,tauscht aus,,,,tauschte aus,ausgetauscht,tauschte aus,tausch aus,tausche aus,,tauscht aus,,haben,
1071,trösten,tröste,tröstest,tröstet,,,,tröstete,getröstet,tröstete,tröste,,,tröstet,,haben,
1072,klarstellen,stelle klar,stellst klar,stellt klar,,,,stellte klar,klargestellt,stellte klar,stell klar,stelle klar,,stellt klar,,haben,
1073,rechtfertigen,rechtfertige,rechtfertigst,rechtfertigt,,,,rechtfertigte,gerechtfertigt,rechtfertigte,rechtfertig,rechtfertige,,rechtfertigt,,haben,
1074,ermöglichen,ermögliche,ermöglichst,ermöglicht,,,,ermöglichte,ermöglicht,ermöglichte,ermöglich,ermögliche,,ermöglicht,,haben,
1075,währen,währe,währst,währt,,,,währte,gewährt,währte,währe,,,währt,,haben,
1076,jammern,jammere,jammerst,jammert,,,,jammerte,gejammert,jammerte,jammere,,,jammert,,haben,
1077,einholen,hole ein,holst ein,holt ein,,,,holte ein,eingeholt,holte ein,hol ein,hole ein,,holt ein,,haben,
1078,ketten,kette,kettest,kettet,,,,kettete,gekettet,kettete,kett,kette,,kettet,,haben,
1079,stürmen,stürme,stürmst,stürmt,,,,stürmte,gestürmt,stürmte,stürm,stürme,,stürmt,,haben,sein
1080,ausreichen,reiche aus,reichst aus,reicht aus,,,,reichte aus,ausgereicht,reichte aus,reich aus,reiche aus,,reicht aus,,haben,
1081,verdecken,verdecke,verdeckst,verdeckt,,,,verdeckte,verdeckt,verdeckte,verdeck,verdecke,,verdeckt,,haben,
1082,überqueren,überquere,überquerst,überquert,,,,überquerte,überquert,überquerte,überquer,überquere,,überquert,,haben,
1083,loben,lobe,lobst,lobt,,,,lobte,gelobt,lobte,lobe,lob,,lobt,,haben,
1084,markieren,markiere,markierst,markiert,,,,markierte,markiert,markierte,markiere,markier,,markiert,,haben,
1085,unterdrücken,unterdrücke,unterdrückst,unterdrückt,,,,unterdrückte,unterdrückt,unterdrückte,unterdrücke,,,unterdrückt,,haben,
1086,saufen,saufe,säufst,säuft,,,,soff,gesoffen,söffe,sauf,,,sauft,,haben,
1087,genehmigen,genehmige,genehmigst,genehmigt,,,,genehmigte,genehmigt,genehmigte,genehmige,,,genehmigt,,haben,
1088,strahlen,strahle,strahlst,strahlt,,,,strahlte,gestrahlt,strahlte,strahl,,,strahlt,,haben,
1089,verfügen,verfüge,verfügst,verfügt,,,,verfügte,verfügt,verfügte,verfüge,,,verfügt,verfüget,haben,
1090,finanzieren,finanziere,finanzierst,finanziert,,,,finanzierte,finanziert,finanzierte,finanziere,finanzier,,finanziert,,haben,
1091,beschaffen,beschaffe,beschaffst,beschafft,,,,beschaffte,beschafft,beschaffte,beschaffe,beschaff,,beschafft,,haben,
1092,anstecken,stecke an,steckst an,steckt an,,,,steckte an,angesteckt,steckte an,stecke an,steck an,,steckt an,,haben,
1093,piepen,piepe,piepst,piept,,,,piepte,gepiept,piepte,piep,piepe,,piept,,haben,
1094,polen,pole,polst,polt,,,,polte,gepolt,polte,pol,pole,,polt,,haben,
1095,schwingen,schwinge,schwingst,schwingt,,,,schwang,geschwungen,schwänge,schwinge,,,schwingt,,haben,
1096,frieren,friere,frierst,friert,,,,fror,gefroren,fröre,frier,friere,,friert,,haben,
1097,streifen,streife,streifst,streift,,,,streifte,gestreift,streifte,streif,streife,,streift,,haben,sein
1098,mauern,maure,mauerst,mauert,,,,mauerte,gemauert,mauerte,mauer,mauere,,mauert,,haben,
1099,drucken,drucke,druckst,druckt,,,,druckte,gedruckt,druckte,druck,drucke,,druckt,,haben,
1100,vergraben,vergrabe,vergräbst,vergräbt,,,,vergrub,vergraben,vergrübe,vergrabe,,,vergrabt,,haben,
1101,plaudern,plaudre,plauderst,plaudert,,,,plauderte,geplaudert,plauderte,plaudre,plaudere,,plaudert,,haben,
1102,hinrichten,richte hin,richtest hin,richtet hin,,,,richtete hin,hingerichtet,richtete hin,richte hin,,,richtet hin,,haben,
1103,jubeln,juble,jubelst,jubelt,,,,jubelte,gejubelt,jubelte,juble,,,jubelt,,haben,
1104,bewirken,bewirke,bewirkst,bewirkt,,,,bewirkte,bewirkt,bewirkte,bewirk,bewirke,,bewirkt,,haben,
1105,anrühren,rühre an,rührst an,rührt an,,,,rührte an,angerührt,rührte an,rühre an,,,rührt an,,haben,
1106,aufreißen,reiße auf,reißt auf,reißt auf,,,,riss auf,aufgerissen,risse auf,reiß auf,reiße auf,,reißt auf,,haben,sein
1107,isolieren,isoliere,isolierst,isoliert,,,,isolierte,isoliert,isolierte,isoliere,isolier,,isoliert,,haben,
1108,verkünden,verkünde,verkündest,verkündet,,,,verkündete,verkündet,verkündete,verkünde,,,verkündet,,haben,
1109,schnarchen,schnarche,schnarchst,schnarcht,,,,schnarchte,geschnarcht,schnarchte,schnarche,schnarch,,schnarcht,,haben,
1110,transportieren,transportiere,transportierst,transportiert,,,,transportierte,transportiert,transportierte,transportiere,transportier,,transportiert,,haben,
1111,demütigen,demütige,demütigst,demütigt,,,,demütigte,gedemütigt,demütigte,demütige,,,demütigt,,haben,
1112,predigen,predige,predigst,predigt,,,,predigte,gepredigt,predigte,predig,predige,,predigt,,haben,
1113,mitfahren,fahre mit,fährst mit,fährt mit,,,,fuhr mit,mitgefahren,führe mit,fahr mit,fahre mit,,fahrt mit,,sein,
1114,anwenden,wende an,wendest an,wendet an,,,,wandte an,angewandt,wandte an,wende an,,,wendet an,,haben,
1115,urteilen,urteile,urteilst,urteilt,,,,urteilte,geurteilt,urteilte,urteil,urteile,,urteilt,,haben,
1116,klarkommen,komme klar,kommst klar,kommt klar,,,,kam klar,klargekommen,käme klar,komm klar,komme klar,,kommt klar,,sein,
1117,zukommen,komme zu,kommst zu,kommt zu,,,,kam zu,zugekommen,käme zu,komm zu,,,kommt zu,,sein,
1118,taufen,taufe,taufst,tauft,,,,taufte,getauft,taufte,tauf,taufe,,tauft,,haben,
1119,einpacken,packe ein,packst ein,packt ein,,,,packte ein,eingepackt,packte ein,pack ein,,,packt ein,,haben,
1120,stolpern,stolpere,stolperst,stolpert,,,,stolperte,gestolpert,stolperte,stolpere,stolper,,stolpert,,sein,
1121,schmelzen,schmelze,schmilzt,schmilzt,,,,schmolz,geschmolzen,schmölze,schmilz,,,schmelzt,,sein,haben
1122,verirren,verirre,verirrst,verirrt,,,,verirrte,verirrt,verirrte,verirr,,,verirrt,,haben,
1123,büßen,büße,büßt,büßt,,,,büßte,gebüßt,büßte,büße,büß,,büßt,,haben,
1124,errichten,errichte,errichtest,errichtet,,,,errichtete,errichtet,errichtete,errichte,,,errichtet,,haben,
1125,herausstellen,stelle heraus,stellst heraus,stellt heraus,,,,stellte heraus,herausgestellt,stellte heraus,stell heraus,stelle heraus,,stellt heraus,,haben,
1126,fälschen,fälsche,fälschst,fälscht,,,,fälschte,gefälscht,fälschte,fälsche,,,fälscht,,haben,
1127,abfeuern,feuere ab,feuerst ab,feuert ab,,,,feuerte ab,abgefeuert,feuerte ab,feuere ab,,,feuert ab,,haben,
1128,trauern,trauere,trauerst,trauert,,,,trauerte,getrauert,trauerte,trauere,trauer,,trauert,,haben,
1129,verachten,verachte,verachtest,verachtet,,,,verachtete,verachtet,verachtete,verachte,,,verachtet,,haben,
1130,kleiden,kleide,kleidest,kleidet,,,,kleidete,gekleidet,kleidete,kleide,,,kleidet,,haben,
1131,beschleunigen,beschleunige,beschleunigst,beschleunigt,,,,beschleunigte,beschleunigt,beschleunigte,beschleunig,beschleunige,,beschleunigt,,haben,
1132,fortsetzen,setze fort,setzt fort,setzt fort,,,,setzte fort,fortgesetzt,setzte fort,setz fort,setze fort,,setzt fort,,haben,
1133,schulen,schule,schulst,schult,,,,schulte,geschult,schulte,schule,,,schult,,haben,
1134,einfangen,fange ein,fängst ein,fängt ein,,,,fing ein,eingefangen,finge ein,fang ein,fange ein,,fangt ein,,haben,
1135,kommunizieren,kommuniziere,kommunizierst,kommuniziert,,,,kommunizierte,kommuniziert,kommunizierte,kommuniziere,kommunizier,,kommuniziert,,haben,
1136,beneiden,beneide,beneidest,beneidet,,,,beneidete,beneidet,beneidete,beneide,,,beneidet,,haben,
1137,beugen,beuge,beugst,beugt,,,,beugte,gebeugt,beugte,beuge,,,beugt,beuget,haben,
1138,antreiben,treibe an,treibst an,treibt an,,,,trieb an,angetrieben,triebe an,treib an,treibe an,,treibt an,,haben,sein
1139,zumachen,mache zu,machst zu,macht zu,,,,machte zu,zugemacht,machte zu,mach zu,mache zu,,macht zu,,haben,
1140,veranstalten,veranstalte,veranstaltest,veranstaltet,,,,veranstaltete,veranstaltet,veranstaltete,veranstalt,veranstalte,,veranstaltet,,haben,
1141,schwitzen,schwitze,schwitzt,schwitzt,,,,schwitzte,geschwitzt,schwitzte,schwitz,schwitze,,schwitzt,,haben,
1142,ansetzen,setze an,setzt an,setzt an,,,,setzte an,angesetzt,setzte an,setz an,setze an,,setzt an,,haben,
1143,schmieren,schmiere,schmierst,schmiert,,,,schmierte,geschmiert,schmierte,schmiere,schmier,,schmiert,,haben,
1144,beeinflussen,beeinflusse,beeinflusst,beeinflusst,,,,beeinflusste,beeinflusst,beeinflusste,beeinflusse,,,beeinflusst,,haben,
1145,nummern,nummere,nummerst,nummert,,,,nummerte,genummert,nummerte,nummer,nummere,,nummert,,haben,
1146,hinzufügen,füge hinzu,fügst hinzu,fügt hinzu,,,,fügte hinzu,hinzugefügt,fügte hinzu,füg hinzu,füge hinzu,,fügt hinzu,,haben,
1147,erwecken,erwecke,erweckst,erweckt,,,,erweckte,erweckt,erweckte,erweck,erwecke,,erweckt,,haben,
1148,überbringen,überbringe,überbringst,überbringt,,,,überbrachte,überbracht,überbrächte,überbring,überbringe,,überbringt,,haben,
1149,schuppen,schuppe,schuppst,schuppt,,,,schuppte,geschuppt,schuppte,schupp,schuppe,,schuppt,,haben,
1150,aufsetzen,setze auf,setzt auf,setzt auf,,,,setzte auf,aufgesetzt,setzte auf,setz auf,setze auf,,setzt auf,,haben,
1151,vorübergehen,gehe vorüber,gehst vorüber,geht vorüber,,,,ging vorüber,vorübergegangen,ginge vorüber,geh vorüber,gehe vorüber,,geht vorüber,,sein,
1152,durchschneiden,durchschneide,durchschneidest,durchschneidet,,,,durchschnitt,durchschnitten,durchschnitte,durchschneid,durchschneide,,durchschneidet,,haben,
1153,beamen,beame,beamst,beamt,,,,beamte,gebeamt,beamte,beam,beame,,beamt,,haben,
1154,ernennen,ernenne,ernennst,ernennt,,,,ernannte,ernannt,ernennte,ernenn,ernenne,,ernennt,,haben,
1155,anstarren,starre an,starrst an,starrt an,,,,starrte an,angestarrt,starrte an,starre an,,,starrt an,,haben,
1156,angeben,gebe an,gibst an,gibt an,,,,gab an,angegeben,gäbe an,gib an,,,gebt an,gebet an,haben,
1157,ausstellen,stelle aus,stellst aus,stellt aus,,,,stellte aus,ausgestellt,stellte aus,stell aus,stelle aus,,stellt aus,,haben,
1158,aufwecken,wecke auf,weckst auf,weckt auf,,,,weckte auf,aufgeweckt,weckte auf,weck auf,wecke auf,,weckt auf,,haben,
1159,hochgehen,gehe hoch,gehst hoch,geht hoch,,,,ging hoch,hochgegangen,ginge hoch,geh hoch,gehe hoch,,geht hoch,,sein,
1160,verdrehen,verdrehe,verdrehst,verdreht,,,,verdrehte,verdreht,verdrehte,verdrehe,verdreh,,verdreht,,haben,
1161,erlangen,erlange,erlangst,erlangt,,,,erlangte,erlangt,erlangte,erlange,,,erlangt,,haben,
1162,bezaubern,bezaubere,bezauberst,bezaubert,,,,bezauberte,bezaubert,bezauberte,bezauber,bezaubere,,bezaubert,,haben,
1163,fertigmachen,mache fertig,machst fertig,macht fertig,,,,machte fertig,fertiggemacht,machte fertig,mach fertig,mache fertig,,macht fertig,,haben,
1164,abstürzen,stürze ab,stürzt ab,stürzt ab,,,,stürzte ab,abgestürzt,stürzte ab,stürz ab,stürze ab,,stürzt ab,,sein,
1165,entwischen,entwische,entwischst,entwischt,,,,entwischte,entwischt,entwischte,entwisch,entwische,,entwischt,,sein,
1166,durchschauen,durchschaue,durchschaust,durchschaut,,,,durchschaute,durchschaut,durchschaute,durchschau,durchschaue,,durchschaut,,haben,
1167,entziehen,entziehe,entziehst,entzieht,,,,entzog,entzogen,entzöge,entziehe,entzieh,,entzieht,,haben,
1168,zitieren,zitiere,zitierst,zitiert,,,,zitierte,zitiert,zitierte,zitier,zitiere,,zitiert,,haben,
1169,belegen,belege,belegst,belegt,,,,belegte,belegt,belegte,belege,beleg,,belegt,,haben,
1170,anmelden,melde an,meldest an,meldet an,,,,meldete an,angemeldet,meldete an,melde an,,,meldet an,,haben,
1171,rutschen,rutsche,rutschst,rutscht,,,,rutschte,gerutscht,rutschte,rutsch,rutsche,,rutschet,rutscht,sein,
1172,schlachten,schlachte,schlachtest,schlachtet,,,,schlachtete,geschlachtet,schlachtete,schlachte,,,schlachtet,,haben,
1173,schmeicheln,schmeichle,schmeichelst,schmeichelt,,,,schmeichelte,geschmeichelt,schmeichelte,schmeichle,,,schmeichelt,,haben,
1174,verdoppeln,verdopple,verdoppelst,verdoppelt,,,,verdoppelte,verdoppelt,verdoppelte,verdoppele,,,verdoppelt,,haben,
1175,anfahren,fahre an,fährst an,fährt an,,,,fuhr an,angefahren,führe an,fahr an,fahre an,,fahrt an,fahret an,haben,
